Customer,ATM ID,Address,City,Site,Start Date Time,Action Code,Status Code,Status Description,Comments,Reference Number,Ticket ID
Oki - BNRMs for SBI           ,L040016622,L C ROAD                                          ,BANGALORE           ,ONSITE                        ,28/10/2022 16:40:00,34,331261,ATM has been DISCONNECTED                                                                           ,"10/29/2022  09:13  RRP Ticket has been Informed  to Branch person 9538299124  for FLM activity

10/28/2022  16:47  SNP Ticket has been dispatched  to Branch person 9538299124 for FLM activity
",informed       ,183914200
Oki - BNRMs for SBI           ,L040016622,L C ROAD                                          ,BANGALORE           ,ONSITE                        ,28/10/2022 18:06:00,7,330436,Mode switch moved to Supervisor                                                                     ,"10/29/2022  08:44  AS  as^Ticket has been Informed  to Branch person 9538299124  for FLM activity
",informed       ,183915621
Oki - BNRMs for SBI           ,L040019621,SULTANPET                                         ,AVVERAHALLI         ,ONSITE                        ,26/10/2022 10:23:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:13  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/27/2022  09:42  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/26/2022  10:23  JAS As discussed with CM RUKUMAR GHARAI 8553539850 update received Machine kept down by branch due to low availability till 31st Oct. escalated to LHO AGM.
",Low Uptime     ,183881722
Oki - BNRMs for SBI           ,L040030621,MAGADI BAZAR ROAD                                 ,MAGADI              ,ONSITE                        ,28/10/2022 22:08:00,7,330436,Mode switch moved to Supervisor                                                                     ,"10/29/2022  08:46  AS  as^Ticket has been Informed  to Branch person 8861647375  for FLM activity
",informed       ,183917279
Oki - BNRMs for SBI           ,L040030621,MAGADI BAZAR ROAD                                 ,MAGADI              ,ONSITE                        ,28/10/2022 22:08:00,34,331261,ATM has been DISCONNECTED                                                                           ,"a10/29/2022  08:50  AS  s^Ticket has been Informed  to Branch person 8861647375  for FLM activity
",informed       ,183917280
Oki - BNRMs for SBI           ,L040035622,MANDYA                                            ,MANDYA              ,ONSITE                        ,29/10/2022 00:08:00,47,330334,Reject Bin Overfill                                                                                 ,"10/29/2022  09:18  RRP Ticket has been Informed  to Branch person 9480836809  for FLM activity
",informed       ,183917565
Oki - BNRMs for SBI           ,L040062622,CHAMARAJANAGAR                                    ,CHAMARAJANAGAR      ,ONSITE                        ,28/10/2022 23:07:00,47,330334,Reject Bin Overfill                                                                                 ,"10/29/2022  09:17  AS  as^Ticket has been Informed  to Branch person 9986859639  for FLM activity
",informed       ,183917488
Oki - BNRMs for SBI           ,L040081621,BANGARAPET                                        ,BANGARAPET          ,ONSITE                        ,28/10/2022 17:48:00,27,331520,SLM- Cash Dispenser                                                                                 ,"10/29/2022  09:31  JAS AS PER OIPL FIELD REPORT ETA IS 10:30HRS
10/29/2022  01:13  RR  &Call Accepted by OIPL - CE ANIL B
10/28/2022  17:48  ST   As per branch person 9448024507 call been logged for cdf issue same been dsicussed with engineer engineer Mr. ANIL (7304490138c-_ST    Brief problem Description (Detail Remark along with remote support confirmation) :Done ; Branch Contact : 9448024507      Engineer Contact :(7304490138       Branch Availability :9-6 PM ;Fault in ESQ : CashAcceptorFaults ; Machine Status :Down  
  T10282022564082193",2564082193     ,183915410
Oki - BNRMs for SBI           ,L040082621,CHICKBALLAPUR                                     ,KOLAR               ,ONSITE                        ,27/10/2022 16:35:00,27,331520,SLM- Cash Dispenser                                                                                 ,"10/28/2022  10:53  JAS ENGINEER ANIL B (7304490138) WILL ATTEND THE SITE BY 11:30 AM TODAY 28/10/22
 10/28/2022  07:30  RR  TO 10/28/2022  07:17  RR  ^Call Accepted by OIPL - CE ANIL B
10/27/2022  16:36  JAS Brief problem Description :Branch Custodian Rajesh 9480836809 Cash Accepter and cash jam issue, support taken from CE Anil - 9686207024 / 7304490138 - same confirmed with CE. Need CE visit.    Branch Contact :   9480836809   Engineer Contact :   9686207024 Branch Availability : AVAILABLE TILL 6PM Fault in ESQ :  InSupervisory  CashAcceptorFaults   Machine Status : DOWN DOCKET NUMBER :# T1027202256379431",56379431       ,183900620
Oki - BNRMs for SBI           ,L040082622,CHICKBALLAPUR THIRD                               ,KOLAR               ,ONSITE                        ,20/10/2022 15:56:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  01:13  RR  ^Send By PUTTARAJU On 28 Oct 2022 16:20:00 ,Delivery Persons Name : SANTHOSH ,Delivery Persons Contact Number : NA,EDD :29 Oct 2022 15:00:00
10/28/2022  07:17  RR  ^TO 10/27/2022  07:16  RR  ^TO S10/26/2022  07:12  RR  ^Call Accepted by OIPL - CE ANIL B
10/25/2022  05:16  RR  ^T 10/24/2022  16:59  JAS  Long Pending Operational Call - Discussed with OKI Faritha to check for closure and same to update in portal on priority.
10/24/2022  02:24  RR  ^TO 10/23/2022  16:48  EP  OKI-SLM-Operational call, escalated to OKI RTS Akshay & mail shared
10/23/2022  02:10  RR  ^ TO 10/22/2022  12:45  JAS Spare Required # (Cassette) Discussed with OKI Biswa - had arrange Cassette for site will confirm ETA shortly.

10/22/2022  05:35  DR  TO 10/21/2022  10:33  SP Engineer ETA Expired -  Escalated to OEM OKI Project Madhavan Sir will arrange to get this update/closure ASAP.
10/21/2022  03:16  DR  @ Call Accepted by OIPL - CE ANIL B
10/20/2022  15:57  JAS Brief problem Description : Branch Accountant Ms. Anitha 9035919479 2nd cassette damage and engineer has removed the cassette from the machine due to which daily machine is getting down. Same discussed with CE Anil 7304490138 - need to replace cassette. Same informed to OKI Biswa.    Branch Contact :  9035919479     Engineer Contact : 7304490138   Branch Availability : AVAILABLE TILL 6PM Fault in ESQ : Cassette Issue  Machine Status : UP DOCKET NUMBER :# T10202022561499494",561499494      ,183815748
Oki - BNRMs for SBI           ,L040082622,CHICKBALLAPUR THIRD                               ,KOLAR               ,ONSITE                        ,21/10/2022 16:55:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/29/2022  09:57  JAS As discussed update received from CMS Mr. Shaikh Jaffervali 8892440898, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/28/2022  10:10  JAS As discussed update received from CMS Mr. Shaikh Jaffervali 8892440898, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/27/2022  09:51  JAS  As discussed update received from CMS Mr. Shaikh Jaffervali 8892440898, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM
10/26/2022  10:21  JAS As discussed update received from CMS Mr. Shaikh Jaffervali 8892440898, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/25/2022  09:54  JAS As discussed update received from CMS Mr. Shaikh Jaffervali 8892440898, Branch has kept machine down due to low availability till 27th Oct. escalated to AGM

10/24/2022  15:41  JAS TO 10/21/2022  16:55  JAS As discussed update received from CMS Mr. Shaikh Jaffervali 8892440898, Branch has kept machine down due to low availability till 27th Oct. escalated to AGM
",Low Uptime     ,183832735
Oki - BNRMs for SBI           ,L040083621,NR EXTENSION RECYCLER                             ,CHINTAMANI          ,ONSITE                        ,21/10/2022 15:36:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:14  JAS As discussed update received from CMS Mr. Shaikh Jaffervali 8892440898, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/27/2022  09:51  JAS As discussed update received from CMS Mr. Shaikh Jaffervali 8892440898, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/26/2022  10:24  JAS As discussed update received from CMS Mr. Shaikh Jaffervali 8892440898, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/25/2022  09:55  JAS As discussed update received from CMS Mr. Shaikh Jaffervali 8892440898, Branch has kept machine down due to low availability till 27th Oct. escalated to AGM

10/24/2022  15:41  JAS TO 10/21/2022  15:36  JAS As discussed update received from CMS Mr. Shaikh Jaffervali 8892440898, Branch has kept machine down due to low availability till 27th Oct. escalated to AGM

",Low Uptime     ,183830447
Oki - BNRMs for SBI           ,L040084621,ANJANEYA TEMPLE STREET                            ,KOLAR               ,ONSITE                        ,28/10/2022 20:40:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:13  AS  as^Ticket has been Informed  to Branch person 8762569796  for FLM activity
",informed       ,183916874
Oki - BNRMs for SBI           ,L040086623,GOWRIBIDANUR SECOND                               ,GAURIBIDANUR        ,ONSITE                        ,20/08/2022 11:48:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  01:13  RR  ^TO 10/28/2022  07:18  RR  ^TO 10/27/2022  07:17  RR  ^200 denomination cassette b is getting hide, even after switched with another slot, need to replace cassette
10/26/2022  15:04  EP  OKI-SL
10/26/2022  15:05  EP OKI-SLM operational call, escalated to Prathamesh & mail shared for closure update
10/11/2022  11:29  JAS TO 10/10/2022  02:01  SNP 200 denomination cassette b is getting hide, even after switched with another slot, need to replace cassette
10/09/2022  14:32  EP  OKI SLM Operational call, Tried calling Sahil but no response, Informed to OKI Rosshni& mail shared as already informed to RTS Faisal & Prathamesh
10/08/2022  15:47  EP  OKI-SLM-Operational call, escalted to RTS Prathamesh for closure & mail shared
10/08/2022  00:45  SNP 200 denomination cassette b is getting hide, even after switched with another slot, need to replace cassette
10/07/2022  02:59  SNP ETA has been updated by OIPL - CE ANIL KUMAR R L 15/10/2022 10:30:00
10/06/2022  13:49  SP  Prolonged Engineer ETA- Escalated to OKI Project Biswa will get this closed at earliest 
09/25/2022  02:56  RC  AS DISCUSSED WITH TSS A PRADEEP KUMAR (7718810193) ENGINEER ANIL KUMAR R L (9036312709) WILL ATTEND THE SITE 28 SEP 2022 AT 15:00 HRS
09/24/2022  12:22  EP  OKI-SLM-Operational call, escalated/Infomred  to OKI-Shubhangi & mail shared
09/24/2022  00:18  RC  AS DISCUSSED WITH TSS A PRADEEP KUMAR (7718810193) ENGINEER ANIL KUMAR R L (9036312709) WILL ATTEND THE SITE 28 SEP 2022 AT 15:00 HRS
09/23/2022  00:58  RC  AS DISCUSSED WITH ENGINEER ANIL KUMAR R L (9036312709) HE WILL ATTEND THE SITE TOMORROW 23RD SEP AT 14:00 HRS
09/22/2022  13:45  JAS Discussed on OKI Toll Free (Shubhangi), Engineer is going to attain the site tomorrow.
09/14/2022  04:35  SD  ETA has been updated by OIPL - CE ANIL KUMAR R L 13/09/2022 13:00:00

09/13/2022  03:35  SD  ETA has been updated by OIPL - CE ANIL KUMAR R L 13/09/2022 13:00:00

09/12/2022  07:04  RR  ^ TO 09/11/2022  17:45  EP  OKI-SLM-Operational call, escalated to OKI-Saroj & mail shared
09/11/2022  14:27  EP  OKI-SLM-Operational call, escalated to RTS Shubhangi as well as Roshni & mail shared to them 09/10/2022  10:35  AC  TO 09/10/2022  02:42  RR  ^ TO 09/09/2022  09:57  AC  ETA has been updated by OIPL - CE ANIL KUMAR R L 09/09/2022 16:00:00
09/09/2022  01:05  RR  ^ TO T09/08/2022  09:49  AC  O 09/08/2022  07:17  RR  & TO 09/07/2022  01:16  RR  ^ TO 09/06/2022  07:26  RR  ^ETA has been updated by OIPL - CE ANIL KUMAR R L 08/09/2022 10:00:00
09/05/2022  00:51  RR  ^ T 09/04/2022  11:57  MW  TO  09/01/2022  00:34  ST   ETA has been updated by OIPL - CE ANIL KUMAR R L 03/09/2022 11:00:00

08/20/2022  11:48  JAS Brief problem Description : Branch Custodian Ms. Anusha 8861317621 / 9632245043 Cassette Issue (200 denomination), Support taken from CE ANIL KUMAR R L 9036312709 / 7208097807 - same confirmed with CE. Need to replace the same   Branch Contact : Anusha 8861317621 / 9632245043     Engineer Contact : ANIL KUMAR R L 9036312709 / 7208097807   Branch Availability : AVAILABLE TILL 6PM Fault in ESQ : Cassette Issue   Machine Status : DOWN DOCKET NUMBER :# T08202022525275711",525275711      ,183037484
Oki - BNRMs for SBI           ,L040086623,GOWRIBIDANUR SECOND                               ,GAURIBIDANUR        ,ONSITE                        ,28/10/2022 22:39:00,47,330334,Reject Bin Overfill                                                                                 ,"10/29/2022  09:16  AS  as^Ticket has been Informed  to Branch person 8861317621  for FLM activity
",informed       ,183917371
Oki - BNRMs for SBI           ,L040092622,CHURCH SQUARE                                     ,TUMKUR              ,ONSITE                        ,25/10/2022 15:10:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:13  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/27/2022  09:43  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/26/2022  10:23  JAS Discussed with Branch Custodian Jabbar 9916978997  has done the evacuation and kept the machine down as per CM Mr. Anand request. Discussed with CM Anand machine will kept down as per LHO instruction till 31st Oct due to low availability.

10/25/2022  16:38  JAS Discussed with Branch Custodian Jabbar 9916978997  has done the evacuation and kept the machine down as per CM Mr. Anand request. Discussed with CM Anand machine will kept down as per LHO instruction till 31st Oct due to low availability.

 10/25/2022  16:34  SD  As confirmed by you- : 9916978997  due to instruction given by cm & CMF hence captioned CDM machine kept down same mail sent to branch& CMF
10/25/2022  15:39  RRP Ticket has been dispatched  to Branch person 9611668041  for FLM activity
",Low Uptime     ,183872677
Oki - BNRMs for SBI           ,L040094622,KUNICAL THIRD                                     ,KUNIGAL             ,ONSITE                        ,29/10/2022 09:35:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/29/2022  09:56  JAS As per CMS Mr. Umesh T S 9449001890, TM Kept Down by branch as per RBO and LHO instruction due to low availability of machine

10/29/2022  09:36  JAS As per CMS Mr. Umesh T S 9449001890, TM Kept Down by branch as per RBO and LHO instruction due to low availability of machine
",Low Uptime     ,183920757
Oki - BNRMs for SBI           ,L040095621,HIGH SCHOOL ROAD                                  ,TUMKUR              ,ONSITE                        ,27/10/2022 16:08:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:16  JAS Discussed with CM Mr. ANAND PB 7019691774, LHO has instructed to keep machine down till 31st Oct due to low availability, hence engineer will attain the site on 1st Nov. escalated to AGM.

10/27/2022  17:40  JAS Discussed with CM Mr. ANAND PB 7019691774, LHO has instructed to keep machine down till 31st Oct due to low availability, hence engineer will attain the site on 1st Nov. escalated to AGM.

10/27/2022  16:20  RRP Ticket has been dispatched  to Branch person 9449648986  for FLM activity
",Low Uptime     ,183900188
Oki - BNRMs for SBI           ,L040098621,BUKKAPATNA                                        ,TUMKUR              ,ONSITE                        ,26/10/2022 10:45:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:18  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/27/2022  09:45  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/26/2022  10:45  JAS As discussed update received from CM Mr. ANAND PB 7019691774, Branch has kept machine down as per LHO instruction due to low availability till 31st Oct. escalated to AGM.
",Low Uptime     ,183881967
Oki - BNRMs for SBI           ,L040099622,GUBBI                                             ,GUBBI               ,ONSITE                        ,27/10/2022 15:49:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:16  JAS As per update received from CMS Mr. Umesh T S 9449001890  machine will kept down till 31st OCT due to low availability. Escalated to AGM.

10/27/2022  16:14  JAS As per update received from CMS Mr. Umesh T S 9449001890  machine will kept down till 31st OCT due to low availability. Escalated to AGM.

10/27/2022  16:03  RRP Ticket has been dispatched  to Branch person 7795778838  for FLM activity
",Low Uptime     ,183899935
Oki - BNRMs for SBI           ,L040103621,PAVAGADA RECYCLER                                 ,PAVAGADA            ,ONSITE                        ,25/10/2022 14:08:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:12  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/27/2022  09:42  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/26/2022  10:22  JAS Discussed with CM Anand machine will kept down as per LHO instruction till 31st Oct due to low availability.

10/25/2022  18:06  JAS Discussed with CM Anand machine will kept down as per LHO instruction till 31st Oct due to low availability.

10/25/2022  14:27  RC  Ticket has been dispatched  to Branch person 9446088151 for FLM activity",Low Uptime     ,183871857
Oki - BNRMs for SBI           ,L040109622,CHITRADURGA THIRD                                 ,CHITRADURGA         ,ONSITE                        ,26/10/2022 10:35:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/29/2022  09:58  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/28/2022  10:11  JAS As discussed update received from CMF Mr. Niranjan M H 8088573512, Branch has kept machine down as per LHO instruction due to low availability till 31st Oct. escalated to AGM.
10/27/2022  09:41  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/26/2022  10:35  JAS As discussed update received from CMF Mr. Niranjan M H 8088573512, Branch has kept machine down as per LHO instruction due to low availability till 31st Oct. escalated to AGM.
",Low Uptime     ,183881830
Oki - BNRMs for SBI           ,L040110621,CHALLAKERE SECOND                                 ,CHITRADURGA         ,ONSITE                        ,26/10/2022 10:35:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:16  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/27/2022  09:44  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/26/2022  10:36  JAS As discussed update received from CMF Mr. Niranjan M H 8088573512, Branch has kept machine down as per LHO instruction due to low availability till 31st Oct. escalated to AGM.
",Low Uptime     ,183881841
Oki - BNRMs for SBI           ,L040111622,HARIHAR SECOND                                    ,HARIHAR             ,ONSITE                        ,28/10/2022 10:58:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  11:05  JAS As discussed update received from CM Mr. CM Mr. Pawan 9036966683, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

",Low Uptime     ,183909078
Oki - BNRMs for SBI           ,L040111623,P B ROAD HARIHAR                                  ,HARIHAR             ,ONSITE                        ,27/10/2022 16:40:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:18  JAS As per Update received from CM Mr. Pawan 9036966683, Branch has kept machine down due to low availability till 31st Oct, eacalated to AGM

10/27/2022  17:51  JAS As per Update received from CM Mr. Pawan 9036966683, Branch has kept machine down due to low availability till 31st Oct, eacalated to AGM
(Report checked till date machine MTD is - 89%).
10/27/2022  16:55  RRP Ticket has been dispatched  to Branch person 9449489512  for FLM activity
",Low Uptime     ,183900718
Oki - BNRMs for SBI           ,L040132623,SHIMOGA                                           ,SHIMOGA             ,ONSITE                        ,29/10/2022 07:36:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:20  AS  as^Ticket has been Informed  to Branch person 9945431318  for FLM activity
",informed       ,183920196
Oki - BNRMs for SBI           ,L040137621,SHIKARIPUR                                        ,SHIMOGA             ,ONSITE                        ,28/10/2022 11:36:00,27,331520,SLM- Cash Dispenser                                                                                 ,"10/28/2022  11:38  JAS Engineer working at site - AS DISCUSS WITH ENGINEER THERE WAS 23D0 ERROR IN BUCKET SO TOLD HIM TO CLEAN THE SENSOR 00 01 AND 02 SC SENSOR AND THEN PI 00 01 AND THEN CHECK THE SENSOR READ AND THEN CALL L2 TEAM
10/28/2022  11:36  JAS Brief problem Description :  AS PER Branch Custodian - Mr Rama Krishna - 7892680369 CASH DISPENSER AND ACCEPTOR ISSUE AT THE SITE ENGINEER MR.KIRAN 7304964308  Branch Contact :  7892680369    Engineer Contact : 7304964308     Branch Availability : AVAILABLE TILL 6PM Fault in ESQ : InSupervisory  CashAcceptorFaults   Machine Status : DOWN DOCKET NUMBER :# T10272022563849574

",563849574      ,183909657
Oki - BNRMs for SBI           ,L040170621,KUMARAPATNAM                                      ,KUMARAPATNAM        ,ONSITE                        ,27/10/2022 10:27:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  01:13  RR  ^TO 10/28/2022  07:18  RR  ^Cra rescheduled  and ETA has been updated by OIPL - CE MAHESH KARABASSI 03/11/2022 12:00:00
10/27/2022  10:29  JAS Brief problem Description :  Roshan BM 09449628405 Cassette issue, support taken from CE Mahesh 7208097808 - same confirmed with CE. Need CE visit.   Branch Contact :  09449628405     Engineer Contact : 7208097808    Branch Availability : AVAILABLE TILL 6PM Fault in ESQ : Cassette   Machine Status : UP  DOCKET NUMBER :#  T10272022563586211
",563586211      ,183894976
Oki - BNRMs for SBI           ,L040197622,RAJAJINAGAR I BLOCK                               ,BANGALORE           ,ONSITE                        ,29/10/2022 09:05:00,26,330055,ALL Cassettes are Faulted                                                                           ,"10/29/2022  09:20  SD  Ticket has been dispatched  to Branch person 9590133605  for FLM activity
",DISPATCHED     ,183920548
Oki - BNRMs for SBI           ,L040233621,YEDIYUR                                           ,KUNIGAL             ,ONSITE                        ,28/10/2022 22:38:00,47,330334,Reject Bin Overfill                                                                                 ,"a10/29/2022  09:16  AS  s^Ticket has been Informed  to Branch person 8050930548  for FLM activity
",informed       ,183917361
Oki - BNRMs for SBI           ,L040248622,VONTIKOPPAL                                       ,MYSORE              ,ONSITE                        ,28/10/2022 23:06:00,47,330334,Reject Bin Overfill                                                                                 ,"10/29/2022  09:15  SD  Ticket has been Informed  to Branch person 9606957106  for FLM activity
",INFORMED       ,183917477
Oki - BNRMs for SBI           ,L040266621,HALEYUR                                           ,HALEYUR             ,ONSITE                        ,28/10/2022 22:39:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:15  SD  Ticket has been Informed  to Branch person 9480841902  for FLM activity
",INFORMED       ,183917375
Oki - BNRMs for SBI           ,L040334621,SIDDAGANGAEXTN TUMKUR                             ,TUMKUR              ,ONSITE                        ,27/10/2022 15:13:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:14  JAS Discussed with CMS Mr. Umesh T S 9449001890, LHO has instructed to keep machine down till 31st Oct due to low availability, hence engineer will attain the site on 1st Nov. escalated to AGM.

10/27/2022  15:13  JAS Discussed with CMS Mr. Umesh T S 9449001890, LHO has instructed to keep machine down till 31st Oct due to low availability, hence engineer will attain the site on 1st Nov. escalated to AGM.
",Low Uptime     ,183899346
Oki - BNRMs for SBI           ,L040340621,KEREBILICHI                                       ,KEREBILACHI         ,ONSITE                        ,27/10/2022 22:04:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/29/2022  09:55  JAS As discussed update received from CM Mr. CM Mr. Pawan 9036966683, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/28/2022  10:09  JAS As discussed update received from CM Mr. CM Mr. Pawan 9036966683, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/28/2022  09:34  JAS As discussed update received from CM Mr. CM Mr. Pawan 9036966683, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/27/2022  22:05  SNP As per INACTIVE File 10:01 PM machine is Down
",Low Uptime     ,183903848
Oki - BNRMs for SBI           ,L040359621,SURYA NARAYANA VEERAMALLA                         ,VIJAYAWADA (URBAN)  ,ONSITE                        ,28/10/2022 22:05:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"a10/29/2022  09:15  AS  s^Ticket has been Informed  to Branch person 8897718964  for FLM activity
",informed       ,183917262
Oki - BNRMs for SBI           ,L040371622,BENSON TOWN                                       ,BANGALORE           ,ONSITE                        ,27/10/2022 22:07:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/29/2022  09:59  JAS As discussed update received from CM Mr. Manjunath 9844924330, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/28/2022  09:36  JAS As discussed update received from CM Mr. Manjunath 9844924330, Branch has kept machine down due to low availability till 31st Oct. escalated to AGM

10/27/2022  22:07  SNP As per INACTIVE File 10:07 PM machine is Down
",Low Uptime     ,183903873
Oki - BNRMs for SBI           ,L040378621,VISWESWARANAGAR                                   ,MYSORE              ,ONSITE                        ,28/10/2022 22:41:00,26,331665,Cash Acceptor Faulted Fatal Error                                                                   ,"10/29/2022  09:15  SD  Ticket has been Informed  to Branch person 8277899042  for FLM activity
",INFORMED       ,183917391
Oki - BNRMs for SBI           ,L040418621,SIRAGATE SECOND                                   ,TUMKUR              ,ONSITE                        ,28/10/2022 12:03:00,27,331520,SLM- Cash Dispenser                                                                                 ,"10/29/2022  01:14  RR  ^TO 10/28/2022  20:42  DR  @ As per OKI Mail :- Engineer will attend the site tomorrow 29/10/2022 at 12:00 hrs.
10/28/2022  15:44  JAS REUPDATING TICKET - AS PER ENGINEER ANIL KUMAR R L (9036312709 E IS PREOCCUPIED ON ANOHER SITE S5NL040094622 HENCE TENTATIVE ETA WILL BE 17:00PM.
10/28/2022  12:03  JAS Brief problem Description : BP Shweta 9964463339 Cash Accepter issue, support done - same confirmed with Engineer ANIL KUMAR R L 9036312709. Need CE visit.   Branch Contact : 9964463339      Engineer Contact :  9036312709.   Branch Availability : AVAILABLE TILL 6PM Fault in ESQ : CardReaderErroR   ExclusiveLocalError  InSupervisory  CashAcceptorFaults   Machine Status : DOWN DOCKET NUMBER :# T10282022563942918",563942918      ,183910012
Oki - BNRMs for SBI           ,L040418622,SIRA GATE TUMKUR                                  ,TUMKUR              ,ONSITE                        ,26/10/2022 10:44:00,4,331285,ATM Switched-Off by Branch                                                                          ,"10/28/2022  10:16  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/27/2022  09:44  JAS Tried Calling AGM  - No response, Machine kept down as per LHO requested till 31st Oct due to low availability. Escalated to AGM 

10/26/2022  10:44  JAS As discussed update received from CM Mr. ANAND PB 7019691774, Branch has kept machine down as per LHO instruction due to low availability till 31st Oct. escalated to AGM.
",Low Uptime     ,183881955
Oki - BNRMs for SBI           ,L040420621,SHRAVANDANAHALLY                                  ,TUMKUR              ,ONSITE                        ,18/08/2022 12:52:00,18,331521,SLM- Zero With Drawl                                                                                ,"10/29/2022  01:14  RR  ^TO 10/28/2022  07:19  RR  ^TO  10/27/2022  07:19  RR  ^TO 10/26/2022  15:04  EP  OKI-SLM operational call, escalated to Prathamesh & mail shared for closure update
10/26/2022  11:19  JAS ETA has been updated by OIPL - CE ANIL KUMAR R L 26/11/2022 16:30:00
10/26/2022  07:14  RR  ^ETA has been updated by OIPL - CE ANIL KUMAR R L 26/10/2022 16:30:00
10/24/2022  16:59  JAS  Long Pending Operational Call - Discussed with OKI Faritha to check for closure and same to update in portal on priority.
10/24/2022  02:26  RR  ^ETA has been updated by OIPL - CE ANIL KUMAR R L 26/10/2022 16:30:00
10/23/2022  16:33  EP  Tried calling Mrr. Madhvan but number getting out of networkarea, informed to rts Akshay & mail shared for closure 
10/23/2022  10:12  EP ETA has been updated by OIPL - CE ANIL KUMAR R L 210/22/2022  05:02  DR  TO 10/21/2022  10:27  SP Prolonged  Engineer ETA -Escalated to OEM OKI Project Madhavan Sir will arrange to get this update/closure ASAP

08/27/2022  15:13  JAS Engineer will attend the site on Tuesday ETA 30/08/2022 12:00HRS.
08/27/2022  13:21  JAS Discussed with Omkar OKI on Toll Free will check and update engineer ETA shortly.
08/18/2022  12:52  ST   As per branch person 9606098821  call been logged for frequent cdf issue same been discussed with engineer 7208097807 --St 
Brief problem Description (Detail Remark along with remote support confirmation) :Done ; Branch Contact 9606098821    Engineer Contact 7208097807  Branch Availability :9-6 PM ;Fault in ESQ : NA ; Machine Status :UP T08182022524719867",524719867      ,183014218
